    X           Y            F606W      F814W
   6899.3800   8328.0900     21.0102     17.4997
   7355.7000   8328.1500     26.7982     23.5620
   5121.2900   8328.5700     25.5429     22.4703
   6259.3800   8328.8600     26.1168     23.2493
   6348.1900   8329.2100     26.5387     23.4313
   6468.8000   8328.5000     26.1399     22.9607
   7138.9300   8328.7900     25.2030     22.0058
   7311.7500   8328.7600     27.4084     23.7110
   4815.7000   8330.0400     27.3751     23.5417
   5788.4300   8329.9300     25.6007     22.5521
   6224.6000   8330.0500     25.2187     21.5463
   6451.2400   8330.3600     27.2099     23.8389
   3959.1300   8331.4000     25.3442     22.3884
   5990.0200   8330.7600     26.4385     23.2817
   7050.6700   8331.2600     26.6935     23.6508
   3303.5500   8332.1500     26.5296     23.5936
   4755.0200   8331.6000     25.9422     22.8433
   5163.2100   8332.2700     25.8056     22.6742
   6546.3800   8332.0600     26.4965     23.5730
   7763.2300   8332.1600     25.5478     22.3701
   3141.2300   8332.9700     24.8439     22.0464
   5783.5900   8333.4600     24.6738     21.5148
   6009.4600   8332.5200     26.1758     22.8406
   7647.7700   8332.9100     27.0300     23.4439
   4368.4000   8334.1600     26.0122     23.0461
   4482.7800   8334.2100     26.2227     23.0294
   4707.0100   8334.3800     25.5424     22.2936
   5386.5000   8333.6600     26.9895     23.9559
   5720.9000   8334.2500     25.6571     22.5333
   6596.9500   8333.6400     25.8019     22.3787
   6651.5000   8333.9400     25.3509     22.2770
   6880.5400   8333.5000     27.4160     23.7822
   7594.5400   8333.9200     27.4284     23.5225
   4641.7900   8334.4000     26.5448     23.5694
   7378.6300   8334.8500     26.5387     23.4620
   7567.1600   8334.8400     25.3833     22.3274
   5009.0900   8335.9100     26.3702     23.5744
   5237.8100   8335.5500     25.1843     22.1972
   6032.8400   8335.4800     26.1535     22.6665
   6418.3000   8336.2700     26.9268     23.5591
   6646.5400   8335.9600     25.8254     22.4293
   4184.9800   8336.5700     27.3298     22.9983
   4826.8700   8337.3300     24.1134     20.9614
   6182.2900   8337.2500     24.1312     20.8256
   6194.9500   8337.2200     21.8875     18.4712
   6681.3300   8337.0900     25.7193     22.6259
   7226.1700   8337.3200     26.0546     22.6195
   7409.3200   8336.8800     26.0760     23.0983
   5522.7900   8337.7500     25.0717     21.8812
   5946.9500   8338.1900     26.6414     23.3614
   6832.0700   8337.8400     24.5577     21.0968
   6862.5100   8338.3400     25.6627     22.4127
   7154.7500   8338.1500     24.9426     21.7217
   7632.6600   8337.9100     26.1763     23.1866
   7840.5800   8337.9700     26.6758     23.1857
   4722.1200   8338.9500     26.3652     23.1287
   5749.2900   8338.5800     24.3970     21.1708
   6003.1400   8339.2100     24.8609     21.6007
   6051.2400   8338.5700     26.5424     23.7359
   4519.2700   8339.8900     26.8619     23.2753
   4967.3300   8340.3600     24.9399     21.8591
   6451.2400   8340.3600     26.7008     23.6544
   7024.8500   8339.6800     21.4608     18.1786
   3346.5400   8340.8900     25.3362     22.4992
   3493.8900   8341.4200     26.6374     23.4799
   4995.2600   8340.9600     25.6395     22.3308
   6172.1500   8340.5700     23.0831     19.7775
   6255.3600   8340.5700     25.9130     22.6503
   7473.8600   8340.6700     26.4004     23.0793
   4085.4200   8342.0800     26.4925     23.1528
   4116.8000   8342.1800     24.5493     21.5535
   4601.4500   8342.1100     26.8473     23.5759
   4947.7700   8342.0400     25.4281     22.4517
   5226.0800   8341.8200     26.1478     23.4167
   6244.1200   8342.4600     25.5415     22.3569
   7169.1000   8341.7900     25.5007     22.4416
   5874.9800   8342.7200     24.8342     21.6538
   7457.5500   8343.4100     25.5722     22.3756
   4900.3100   8344.4300     25.7875     23.1122
   5653.4000   8343.5900     25.6614     22.7555
   5726.3100   8343.7300     26.3462     23.3702
   5859.9400   8343.7300     26.2934     23.0711
   6585.7100   8344.2300     25.6883     22.5388
   6740.5300   8344.2700     26.1123     22.8516
   6753.8200   8343.8600     25.5923     22.5321
   7439.4600   8344.0400     26.3602     23.2470
   2789.0200   8345.2900     25.3581     22.2132
   5243.6900   8345.2500     25.7748     22.6967
   6122.0500   8344.5000     26.8816     23.3439
   5481.0000   8346.0600     26.7071     23.7178
   7730.3600   8345.5800     25.5118     22.2240
   4843.6600   8347.0100     23.0802     19.9874
   5696.4200   8347.4600     24.9904     21.7245
   4335.2600   8347.8300     26.6023     23.5074
   6389.8700   8348.1400     26.0998     23.1328
   6935.6300   8348.3000     25.9970     22.5547
   4725.7700   8348.6300     27.0631     23.7178
   5149.8400   8349.1800     26.0019     22.7559
   5251.2400   8348.6400     24.6106     21.5838
   5396.2200   8348.8100     26.7206     23.6646
   3246.5300   8349.8000     25.2481     22.4909
   5406.4100   8350.3700     27.6019     23.9120
   5940.7300   8350.3400     27.0722     23.7520
   6336.2400   8349.5600     23.7045     20.4385
   6564.3100   8350.2800     26.0284     23.2468
   6866.2000   8349.5900     24.0555     20.6569
   5029.7900   8350.9700     27.1205     23.7520
   5966.7300   8351.1200     25.9915     22.4388
   6363.4700   8350.7100     26.1500     23.3461
   6573.5700   8351.4100     25.0427     21.9422
   6794.2200   8351.3200     24.9534     21.7992
   6882.5000   8350.6700     24.8560     21.7165
   7399.2800   8351.3700     25.3497     22.1918
   7593.4100   8351.3600     24.9006     21.8375
   4029.8900   8352.2800     25.4576     22.0809
   4710.1700   8352.1400     25.2705     22.2569
   5832.1700   8352.3100     25.7442     23.1890
   6425.4800   8352.3100     25.0935     21.9174
   3671.2400   8352.5400     26.5578     23.4390
   5056.6400   8353.1000     23.9143     20.5762
   5783.4100   8352.9100     25.6285     22.5178
   5827.0300   8352.6400     25.7442     22.6240
   7030.4300   8352.6100     23.8529     20.4894
   4762.3100   8354.3100     25.7769     23.0560
   5244.3800   8353.6300     25.3805     22.3628
   5261.8200   8353.8600     26.3178     23.3426
   6215.2300   8353.7000     25.6356     22.3065
   7487.2500   8354.0900     26.9226     23.3206
   7688.4500   8353.8600     25.3589     22.1513
   7806.0300   8354.1600     25.2931     22.2263
   3121.9600   8354.9800     25.2185     22.5308
   4556.8600   8355.0200     24.7231     21.7039
   5605.5100   8354.9200     26.5875     23.1890
   5653.6200   8355.1900     25.6807     22.6300
   6102.2100   8355.1700     26.2037     23.1203
   6387.2500   8354.8500     27.0329     23.6482
   7343.1200   8355.4200     25.2943     22.2114
   5012.5200   8356.3900     26.9940     22.1249
   5566.3100   8355.8300     26.8213     23.6102
   6113.4200   8356.3000     26.3773     23.4013
   6518.5400   8356.0400     26.4364     23.2317
   6605.1900   8355.8700     25.7193     22.3114
   6754.6500   8356.4100     25.8506     22.6044
   7430.7400   8355.5900     24.2374     20.9350
   5147.7300   8357.2800     24.0850     20.8441
   5422.4400   8356.6700     27.1803     23.8995
   5986.2200   8357.2100     25.7200     22.5314
   6275.6500   8356.8400     25.6832     22.4688
   6775.3900   8357.1400     25.4233     22.4316
   7522.2500   8357.0000     24.7518     21.6526
   3907.5000   8357.9000     24.7053     21.8567
   5418.2400   8357.4800     27.1803     23.7675
   6199.2000   8358.1400     25.5715     22.2605
   7182.4800   8357.9000     25.3715     22.2307
   5874.8800   8359.0400     25.8193     22.8999
   6131.2500   8359.1400     25.0488     21.9255
   6742.5500   8358.8000     26.1403     22.8527
   7022.9500   8359.2700     25.7492     22.6016
   7195.7500   8358.8000     24.5136     21.2989
   7232.3200   8358.5700     25.6900     22.5274
   7737.6900   8359.4700     26.5875     23.2817
   4634.4300   8360.2000     24.7103     21.4738
   4893.8300   8359.4900     27.5013     23.8633
   5232.2400   8359.6200     24.1015     20.9528
   5907.8000   8359.7900     24.3212     21.0752
   5965.0300   8360.1300     25.1009     21.9214
   7602.9400   8359.7800     23.4260     20.2013
   3545.5200   8361.2200     25.6584     23.0891
   5515.9400   8360.9900     24.9368     21.4872
   5801.4600   8361.3400     27.6318     23.8897
   7249.3400   8361.2900     26.7024     23.4209
   7666.2900   8360.5000     25.2065     22.3642
   7772.4500   8360.7600     25.2058     22.1020
   4515.3900   8362.2200     27.2799     23.6947
   4975.0900   8362.3300     26.0967     22.9883
   7269.9900   8361.9400     25.2986     22.0590
   7498.8000   8361.5300     25.7450     22.6505
   4649.7300   8363.3800     27.1553     23.6904
   5052.5600   8362.9800     26.6206     23.1571
   5460.0000   8363.1700     24.9409     21.8921
   6459.2600   8363.3500     26.6568     23.2427
   6565.3800   8362.7700     25.5246     22.3631
   6875.6700   8362.7700     25.5240     22.2501
   6926.0600   8363.3500     26.5501     23.5523
   5938.5900   8364.9300     25.6551     22.3138
   4401.0700   8366.1200     25.3623     22.1083
   5428.7400   8366.2900     32.6866     22.4292
   5637.5800   8365.8500     27.5372     20.4062
   6668.8000   8365.5200     26.9444     23.3128
   6720.5100   8365.7300     24.2994     21.2763
   3037.9700   8366.7800     26.7150     23.8567
   3793.0100   8367.1000     26.8175     23.2654
   5674.9300   8366.9000     25.5917     22.1155
   6370.1200   8366.9200     22.5883     19.2258
   6545.5200   8367.0600     26.2263     23.1261
   6868.1100   8367.0800     25.1947     22.0404
   7192.1200   8367.3200     24.9342     21.7300
   7403.5700   8366.9200     26.9793     22.0851
   4165.5800   8367.8600     26.3280     23.1125
   6164.7500   8367.7600     27.6300     23.5546
   6266.4600   8368.3700     26.5407     23.0706
   4420.1400   8368.7000     32.6866     22.7684
   6244.9700   8369.1900     21.7660     18.3071
   6575.3800   8368.6200     25.0244     21.9952
   7060.8000   8368.6400     19.0964     15.1139
   7116.5300   8368.9400     26.3301     23.0138
   4063.1700   8369.9400     26.7903     23.5854
   5548.7300   8369.9800     25.0337     21.6834
   6188.7500   8370.4000     27.6357     23.9547
   7327.3400   8370.0200     23.0409     20.6497
   4544.3500   8370.9500     24.5272     21.3280
   5015.2700   8370.7000     26.8594     23.3828
   6300.3900   8371.2800     24.3514     21.0580
   7375.3500   8371.2800     25.0032     21.8673
   4685.2900   8372.1600     21.9667     18.7473
   5836.0500   8372.1000     24.7488     21.3092
   6011.9200   8372.0600     25.9699     22.7969
   6881.8000   8372.0600     26.1512     22.9967
   7489.1500   8371.6800     24.2359     20.9633
   4893.2500   8372.5000     24.9065     21.8740
   5371.9900   8372.6500     25.4279     22.4314
   5582.8000   8372.6600     27.0966     23.8620
   5587.5200   8372.8900     27.0966     23.3113
   7261.7600   8373.2400     21.1999     17.5648
   7446.8300   8372.7900     25.5948     22.5165
   7596.3000   8373.1800     25.2091     22.0923
   3356.3600   8373.9400     23.8106     20.9606
   5186.1100   8374.3900     26.5346     23.6109
   5696.4100   8374.0300     23.3215     20.0039
   5904.4800   8373.9000     24.2167     20.9223
   6348.7400   8374.2800     26.1604     22.9216
   7711.1900   8373.9600     26.4098     23.5550
   7773.9800   8374.4000     24.6711     21.4920
   4772.7000   8375.2000     25.2540     22.2629
   7687.9100   8375.3700     25.8626     22.8686
   4505.2800   8375.4600     24.7709     21.7521
   5769.2700   8375.5300     25.4715     22.2908
   6592.6700   8375.5800     25.8184     22.4562
   3701.7100   8377.1900     25.6164     22.8584
   5073.3300   8377.0300     26.7175     23.7228
   5426.5700   8376.4200     27.3542     23.7067
   5550.4500   8376.8500     25.8418     22.5185
   6437.4100   8376.4700     25.5270     22.7032
   6856.6600   8377.4600     25.2867     22.2163
   7554.2500   8377.0200     25.8159     22.8194
   3200.8800   8378.2900     25.3900     22.6394
   3602.0600   8377.9800     25.2754     22.2921
   5937.5400   8377.9400     27.4633     22.9028
   6572.8500   8377.9100     26.6096     23.5858
   6062.6500   8379.3800     26.1499     22.4899
   7353.7400   8379.4800     27.2147     23.8265
   7504.6900   8379.2200     24.6047     21.4914
   5181.2300   8380.1700     26.7726     23.3658
   5855.6300   8379.7800     23.8112     20.6117
   3753.9300   8380.9700     26.2579     22.8345
   5238.7600   8381.2900     26.3521     23.2877
   5794.4300   8380.5600     25.4285     22.3929
   5842.7500   8381.2900     26.4517     22.9962
   5905.6100   8380.5400     25.2221     22.0032
   6329.9800   8380.7100     26.4642     22.8022
   6511.5700   8381.3100     24.1348     20.8300
   6559.2900   8380.6100     26.7531     23.6424
   7450.6100   8381.0800     23.0569     19.7759
   5638.0200   8382.4000     26.3154     23.1398
   6642.6100   8381.8000     25.9728     22.8451
   6838.4800   8382.2800     27.5874     23.7882
   5998.9700   8382.7000     26.0213     22.9459
   7541.6700   8382.5200     25.9066     22.7244
   7684.3000   8383.3900     27.3692     23.8216
   7731.7400   8382.4600     23.4212     20.1276
   3150.8800   8384.3300     24.8380     22.0288
   5092.4600   8383.6300     32.6866     23.4167
   6996.3900   8384.4500     25.3727     22.3957
   7110.4700   8383.8800     25.2312     22.0262
   7839.1300   8383.6500     26.4013     23.1611
   2823.7600   8385.3700     27.0697     23.8218
   3813.4200   8385.3000     24.9824     21.9322
   4207.6300   8385.2100     26.4090     23.4679
   5013.9800   8384.8500     25.8490     22.7347
   5189.3000   8384.5000     27.5918     23.6807
   5399.7000   8384.7200     26.9466     23.6523
   5507.9400   8384.8600     27.0982     22.8562
   5952.5900   8384.6200     26.9062     23.5022
   6132.2300   8385.1900     25.7814     22.4207
   6864.5000   8385.4700     26.3928     23.3000
   6983.7300   8385.2500     26.5801     23.4524
   7566.7700   8385.5000     21.3170     18.0832
   5443.9700   8386.0600     26.6990     23.3752
   6045.0900   8385.7200     21.9876     18.6215
   6318.8400   8386.4100     23.1424     19.9225
   6606.2800   8385.7800     26.2125     22.9951
   6676.6600   8386.1900     24.7328     21.4895
   6925.3700   8386.1500     22.8530     19.8385
   3771.6100   8386.9000     26.5519     23.6455
   5832.7700   8386.7300     26.7558     23.3793
   6119.3400   8386.6000     25.7181     22.3962
   6405.7400   8386.5100     25.7566     22.5501
   6696.8800   8386.8500     26.2221     23.2781
   7227.2900   8387.0700     25.7244     22.6565
   7457.9500   8386.8500     25.1360     21.8628
   7579.6000   8386.9700     24.7380     21.6449
   2998.3800   8388.1500     25.7529     21.3089
   5980.3500   8388.0100     25.9374     22.7501
   6010.0000   8388.2000     25.1953     21.8505
   6307.9900   8388.3000     24.1992     20.9475
   6890.7500   8387.6600     26.8079     23.5475
   7244.8900   8387.7400     24.3125     20.9529
   3144.1600   8389.4400     25.8396     23.0347
   4830.3400   8388.8400     25.4285     22.4718
   5067.4200   8388.5400     26.6842     23.6817
   5630.7300   8388.9600     25.1805     21.8712
   4717.0900   8390.3900     27.1081     23.7660
   4970.6200   8390.3300     27.2296     23.5903
   7315.7000   8389.9000     26.3529     23.3715
   7374.9300   8389.6400     25.5752     22.4511
   5212.7500   8390.7400     26.1681     22.8892
   5782.1400   8390.5700     27.4963     23.1574
   7390.2400   8391.1100     25.3914     22.1948
   7613.4700   8390.6800     26.8066     23.3523
   7661.3800   8390.7500     26.4500     22.8425
   6225.9500   8392.3300     24.8698     21.6696
   6428.5800   8392.1000     25.6229     22.5079
   6474.0600   8392.0100     26.1803     23.0310
   6493.9100   8391.7600     26.2359     22.8835
   7256.4700   8391.5800     26.8458     23.6323
   7353.5100   8392.0400     25.6216     22.5455
   3873.7800   8392.6300     25.5511     22.7512
   4996.5600   8392.6700     25.6872     22.3546
   5156.5800   8393.3300     26.2248     22.9430
   6524.9000   8393.2700     25.5319     22.2269
   7648.9000   8392.8500     24.6232     21.5166
   4956.3100   8393.5300     26.1644     23.0798
   5852.4000   8393.5300     26.9238     23.6042
   5890.0500   8394.4200     26.4048     23.1687
   6118.9200   8394.3900     25.8378     22.6792
   7116.1200   8394.4100     25.0200     21.7527
   7420.2200   8393.6300     26.6897     23.8720
   5868.2800   8395.2200     24.9289     21.5375
   6035.1800   8394.9900     19.1768     15.3761
   6377.0700   8395.0300     27.2689     23.4116
   6786.3700   8394.5300     26.3208     23.0890
   7721.9200   8394.7200     25.1648     22.0321
   3560.5200   8395.8100     26.6590     23.6655
   4768.4600   8396.1200     26.0949     23.1388
   5209.1600   8396.0000     25.0156     21.7246
   7325.9200   8395.7000     27.6790     23.6986
   2843.1400   8397.3700     26.7445     23.5356
   3234.6300   8397.3500     26.9373     23.6231
   3656.1800   8396.6800     26.0035     22.8735
   7101.9300   8396.9900     26.5605     22.5488
   7515.4700   8397.3900     25.7829     22.8607
   4333.2600   8398.1400     27.2144     23.4784
   4856.0500   8397.5900     25.9937     22.9091
   5589.9500   8398.3500     26.5112     22.6269
   6050.0800   8397.6800     21.6405     18.2331
   6145.7700   8397.8900     27.2612     23.8389
   6514.1800   8398.0300     26.6435     23.1963
   7767.0900   8397.5900     25.6435     22.6874
   5573.6900   8399.0500     27.2049     23.6812
   6108.7100   8398.8200     26.5736     23.3084
   6559.0400   8399.1900     25.7727     22.4972
   6672.2100   8399.0400     26.4725     23.1536
   7171.8300   8399.2200     26.8588     23.4025
   5415.0400   8400.2400     26.9801     23.5778
   5518.5000   8399.6300     26.9546     23.5495
   6169.8200   8400.1700     25.3568     22.2363
   6391.3200   8400.1700     25.1947     22.1554
   6703.7300   8399.6600     26.3477     23.2995
   7145.9700   8400.1300     24.3254     21.2438
   7373.5800   8399.8700     26.2604     22.9867
   7592.3900   8400.1900     26.5289     23.3128
   4503.4600   8401.4200     32.6866     23.2302
   6217.3700   8401.4400     25.6122     22.4230
   6662.2800   8400.9600     25.8682     22.3781
   6731.4500   8401.0700     32.6866     23.4416
   7428.3000   8400.7900     26.4095     23.5040
   4584.6200   8401.6600     27.1928     22.9144
   5174.6400   8401.5900     26.6687     23.2115
   6202.3300   8401.5100     25.5951     22.3758
   7676.3000   8402.4000     24.5247     21.3330
   3267.1700   8403.1400     25.6171     22.8143
   6147.9200   8402.9000     26.7363     23.4695
   6611.5800   8402.6300     26.4188     23.4043
   3148.9600   8403.6400     25.6975     22.8695
   3168.2000   8404.2800     25.7926     22.5768
   5451.3200   8404.0100     26.0704     22.9889
   5969.9100   8403.6700     23.0091     19.7091
   4148.5900   8404.9100     24.8926     21.9350
   6490.7300   8404.8400     25.1698     22.1466
   7197.2200   8404.7100     24.7326     21.7669
   6604.7900   8406.4100     25.8881     22.6381
   7086.3800   8405.8700     25.2141     22.0635
   5529.5000   8407.4100     24.5942     21.5264
   6590.6800   8407.3500     25.7987     22.7245
   6615.9900   8406.6700     24.6674     21.5205
   6955.0700   8406.7800     26.4119     23.2662
   7392.1700   8407.3200     25.1963     22.2781
   4171.1400   8407.5600     24.4967     21.4987
   4291.2100   8408.1100     32.6866     22.0625
   5012.6900   8408.2300     25.8260     22.7887
   5797.3300   8408.0200     25.6690     22.4549
   5841.2100   8408.3200     25.0527     21.8304
   6053.4200   8407.5900     24.4894     21.1155
   6705.0500   8407.8800     26.6184     23.5338
   4494.4700   8408.5900     25.6252     22.5222
   4576.5100   8409.3000     25.4274     22.0741
   4875.4400   8409.3500     25.0649     22.0134
   5409.5600   8409.0300     24.9223     21.9056
   5823.0400   8408.6000     26.0388     23.0001
   2842.6300   8409.9800     24.2597     21.4342
   3727.6000   8409.8300     25.6997     22.7435
   4409.1800   8410.2900     21.2814     17.9744
   6110.5200   8409.6400     23.4538     20.1662
   6635.5400   8409.7200     25.1362     21.8217
   7718.0500   8409.8000     25.2932     22.1659
   3881.0300   8410.4400     25.9815     23.4625
   4762.2000   8411.3500     25.5849     22.4595
   4884.9700   8411.0200     25.6013     22.4711
   5584.8400   8410.5200     24.7061     21.5787
   5980.2300   8410.5700     26.4787     23.0559
   7258.5100   8410.7000     25.2120     22.1427
   7379.4300   8411.1400     26.7911     23.3515
   7689.8100   8410.8400     25.6477     22.5161
   3235.0100   8411.8800     20.2240     17.4199
   3548.9700   8412.2700     24.4110     21.6477
   5431.1500   8411.6800     26.3304     23.0385
   5474.8800   8411.4900     26.1989     22.9618
   6022.4400   8411.7400     26.6141     23.4519
   6554.9100   8412.3400     26.9504     23.7851
   7404.5100   8412.0000     25.6826     22.4107
   4679.6600   8413.3200     26.1483     22.9962
   7320.9300   8413.1800     23.7300     20.6461
   3406.9000   8414.2500     26.7381     23.4504
   3700.0900   8414.2200     25.2482     22.3032
   5497.0200   8413.6400     26.0315     22.5901
   5559.9200   8413.7600     26.4995     23.0156
   5871.1700   8414.1700     25.9903     23.2982
   6319.6000   8413.7300     26.2074     23.0830
   7366.4100   8413.7000     25.7478     22.6247
   7384.0500   8413.7200     26.0393     22.9307
   7624.9700   8414.3000     27.0079     23.4109
   7811.3400   8414.4100     24.4333     21.4029
   4211.9000   8414.5700     26.9828     23.8158
   4965.8400   8415.1200     25.8457     22.7007
   7112.6100   8414.8200     19.6866     16.1481
   3821.6200   8415.9800     24.2010     21.0785
   3890.0900   8416.2900     26.0156     23.2942
   6983.2700   8415.6100     25.4688     22.3406
   7446.1100   8416.0100     26.2430     22.9557
   7806.5000   8416.1800     25.6012     22.5098
   3470.3200   8416.5000     25.4888     22.6357
   6210.0300   8416.8900     25.8235     22.4669
   3166.2900   8417.8300     26.0779     23.0963
   3975.2700   8417.8300     23.7356     20.5977
   4815.2900   8417.8700     25.0529     21.9721
   6352.4600   8417.7600     25.7572     22.7016
   7438.9000   8418.3600     26.6711     23.5220
   6811.7600   8419.3600     26.1456     22.8560
   7716.0500   8418.5200     25.9448     22.6362
   3691.4200   8420.2100     32.6866     23.8461
   3719.3700   8419.8800     25.2883     22.5098
   6317.7500   8419.8300     26.5172     23.6186
   6532.6200   8420.2300     27.2737     23.4145
   6754.2100   8420.4700     21.4534     18.1578
   7018.0900   8420.1400     26.0330     22.7590
   7051.3100   8420.4400     26.4968     23.3751
   5852.1000   8420.5400     25.9964     22.6892
   6171.8700   8420.9300     25.5675     22.5025
   6486.0600   8420.8900     24.9991     21.8892
   7612.3500   8420.5800     26.2639     23.2214
   3021.4400   8422.1800     25.3947     22.5467
   6941.3200   8421.6900     25.3795     22.3324
   5040.9500   8422.8500     24.7477     21.7061
   6433.6100   8422.5000     24.7014     21.4804
   6836.9900   8423.4300     26.1189     23.2392
   7467.1800   8423.4500     24.5321     21.4705
   4506.3400   8424.4100     24.6149     21.6192
   6059.2300   8423.8300     25.2978     22.1411
   6698.6000   8424.4100     26.0488     23.0591
   6820.0300   8423.9600     25.8844     22.9010
   7590.7200   8424.2000     26.8155     23.2344
   4432.1900   8425.3800     26.0802     22.8587
   4671.0300   8424.8100     25.0480     22.0825
   5957.8600   8425.3200     23.7950     20.4973
   6394.2700   8424.9500     27.4624     22.0078
   6864.5100   8424.8200     25.4791     22.2117
   7088.0800   8425.3700     25.9495     22.5244
   7374.8400   8424.6100     25.7524     22.4436
   7399.3200   8425.2500     32.6866     22.0381
   7635.4400   8425.2900     26.7079     23.5632
   5899.8000   8425.9300     24.6348     21.3997
   6089.4200   8426.2300     25.3162     22.1522
   7207.3400   8425.5100     26.1836     23.2944
   7370.0600   8426.2900     25.2705     22.0955
   7687.1200   8425.8600     26.7206     23.4713
   7804.3600   8425.5600     26.5488     23.6703
   4318.7500   8427.4300     25.9283     22.9713
   7339.6100   8426.9200     26.1260     23.6164
   7827.8500   8426.7800     25.8371     22.7387
   5251.9700   8427.5100     26.9786     23.8283
   6047.7300   8428.2100     26.9214     23.7548
   7165.1800   8427.9300     26.3106     23.3737
   7654.9100   8428.3200     25.7574     22.5847
   5554.3700   8429.3000     25.8899     22.5126
   5922.1100   8428.8100     26.8569     23.7425
   6891.7400   8428.5500     25.6533     22.3515
   3652.5900   8429.6700     25.3091     22.4384
   3769.5300   8429.5000     26.3800     23.4331
   4280.3900   8429.9800     22.3099     18.5338
   4958.8800   8430.1100     26.4584     23.3866
   6378.8800   8430.3400     23.1227     20.1886
   5411.3600   8431.1400     27.5761     22.0939
   6153.6500   8430.6300     25.6424     22.1283
   6253.8200   8430.9500     32.6866     23.2357
   6844.5500   8431.2600     26.6118     23.6477
   7579.4400   8430.8700     24.8319     21.5847
   4746.6700   8432.1800     25.7021     22.7453
   6613.6400   8431.7700     26.1389     22.9967
   7356.8700   8431.8200     23.8132     20.5836
   7855.4200   8432.1000     24.5664     21.4264
   5469.8900   8432.7600     27.1461     23.9192
   5484.6300   8432.5600     25.8943     22.8837
   5946.1100   8432.7500     26.5862     23.3860
   6641.8000   8433.1800     25.6416     22.7322
   7624.0700   8433.3900     25.1171     22.1761
   7652.6700   8432.7100     25.5380     22.3354
   3015.1500   8434.3600     25.5376     22.5891
   4300.0800   8433.7000     26.2109     23.1533
   4771.0600   8433.5600     26.3106     23.4632
   6553.3300   8433.8100     26.8739     23.6056
   2843.7200   8435.2700     24.9270     22.0719
   3168.7200   8435.1600     26.4092     23.2691
   4902.2200   8435.4500     22.9201     19.7910
   5010.8100   8435.1700     25.4612     22.3068
   5021.2200   8434.9500     26.2263     22.9120
   6447.4700   8435.1900     26.0871     22.8168
   7492.1300   8435.2600     25.9066     22.8197
   3337.0200   8436.0800     24.4952     21.6605
   6114.3400   8435.6100     25.9602     22.9007
   6317.5700   8436.3600     22.9291     20.0604
   6422.9700   8436.4600     26.1640     22.8379
   7451.0500   8436.3900     25.5686     22.3402
   2825.4100   8436.7700     25.0278     21.6531
   5972.8000   8436.6700     26.1881     23.1199
   6142.1900   8437.2000     24.5902     21.3696
   6979.5400   8436.5200     25.6106     22.2875
   7249.0200   8436.5200     26.6172     23.5314
   7513.3300   8437.1600     21.9750     18.6510
   7701.7100   8437.0000     25.4746     22.4253
   7766.1000   8436.8600     25.3431     22.3568
   5925.9400   8437.9000     26.1277     23.2616
   6031.0100   8438.4000     24.9032     21.6944
   6064.5900   8438.1300     27.0141     23.7089
   6572.4600   8437.7400     25.1726     22.1078
   6890.3700   8438.3100     25.4710     22.2534
   7040.7900   8438.3800     25.2986     21.9468
   7214.5600   8437.8000     24.7560     21.5754
   3308.1300   8439.0400     25.0101     22.0804
   4533.3600   8439.3400     25.0351     21.9264
   5959.7600   8438.7000     26.6989     23.5591
   5959.7600   8438.7000     26.6989     23.5591
   6595.1000   8439.1800     25.7612     22.5835
   6667.8600   8439.3100     25.1950     21.7937
   3800.5500   8439.9800     25.7490     22.6913
   5125.5400   8440.2400     26.4639     23.3001
   5258.9800   8440.2200     25.1690     22.0641
   7433.7700   8439.5300     25.6958     22.3458
   7571.6100   8439.8800     25.8797     22.7178
   4337.7000   8440.5000     26.6594     23.2154
   4563.6100   8440.9100     27.4393     23.8068
   4692.6000   8441.1900     24.6309     21.6106
   6287.0200   8440.8700     26.0323     22.7641
   6645.6200   8441.3100     25.4345     22.4407
   6771.7600   8440.5800     25.5352     22.3083
   6991.0000   8440.4700     26.6576     23.8289
   7162.4000   8441.2400     25.8286     22.7437
   6430.5000   8441.7400     26.5863     23.5219
   6871.0200   8442.3100     24.0664     20.9122
   7469.5000   8442.3400     26.0772     22.6645
   7693.7300   8441.8500     24.6803     21.5332
   4982.6300   8442.9200     24.8674     21.9745
   5163.9300   8443.0800     26.0370     22.6750
   6002.9000   8443.1300     25.9137     22.7420
   6730.6600   8443.5400     26.6952     23.6837
   6739.1700   8443.9500     24.6836     21.3942
   3523.4900   8445.2800     24.4635     21.7016
   5282.2100   8444.6000     24.7885     21.6615
   6052.4800   8444.7000     25.6834     22.7518
   7034.8800   8446.3700     26.1836     22.6349
   7800.9100   8445.6000     24.7148     21.7619
   4437.9100   8447.2300     26.0817     23.0612
   4996.1400   8446.8100     26.7985     23.6571
   5540.1600   8447.3000     27.3035     23.5992
   5901.6300   8446.6800     26.0248     22.9513
   6592.4500   8446.7600     26.0145     22.8749
   6755.4300   8446.7400     24.8387     21.5566
   7063.3900   8446.6400     25.9003     22.6250
   7490.8700   8446.9600     26.9474     23.6388
   4556.3800   8447.8200     26.4216     23.7346
   4916.4500   8448.3800     26.2854     23.1590
   6300.0400   8448.4300     25.1692     22.1227
   6349.2400   8448.2500     26.5436     21.5904
   3856.4800   8448.8300     26.7860     23.5725
   4776.8400   8449.1700     26.8640     23.7474
   4956.9000   8449.3600     26.5314     23.5570
   6787.0900   8448.5400     25.2367     22.2559
   7595.8400   8449.3900     26.7647     23.4023
   4720.2700   8450.4100     26.3028     23.1527
